2.929999999999999827e-01,1.812300000000000111e+01,1.990000000000000000e+02,4.000000000000000000e+01
3.069999999999999951e-01,5.385699999999999932e+01,1.560000000000000000e+02,2.800000000000000000e+01
2.670000000000000151e-01,3.923899999999999721e+01,1.940000000000000000e+02,3.900000000000000000e+01
2.929999999999999827e-01,2.256099999999999994e+01,1.880000000000000000e+02,4.200000000000000000e+01
2.530000000000000027e-01,2.159499999999999886e+01,2.100000000000000000e+02,4.000000000000000000e+01
3.870000000000000107e-01,2.650700000000000145e+01,1.620000000000000000e+02,2.900000000000000000e+01
3.729999999999999982e-01,2.850700000000000145e+01,1.510000000000000000e+02,3.100000000000000000e+01
2.399999999999999911e-01,4.445600000000000307e+01,1.940000000000000000e+02,4.400000000000000000e+01
2.800000000000000266e-01,3.481099999999999994e+01,1.620000000000000000e+02,3.500000000000000000e+01
2.670000000000000151e-01,3.144300000000000139e+01,1.940000000000000000e+02,4.100000000000000000e+01
3.469999999999999751e-01,6.759999999999999432e+01,1.620000000000000000e+02,2.400000000000000000e+01
2.530000000000000027e-01,1.930099999999999838e+01,2.050000000000000000e+02,4.900000000000000000e+01
3.200000000000000067e-01,1.688599999999999923e+01,1.990000000000000000e+02,3.800000000000000000e+01
2.530000000000000027e-01,4.500300000000000011e+01,1.990000000000000000e+02,3.800000000000000000e+01
2.399999999999999911e-01,2.667000000000000171e+01,2.040000000000000000e+02,4.000000000000000000e+01
2.929999999999999827e-01,5.568599999999999994e+01,1.560000000000000000e+02,3.100000000000000000e+01
3.599999999999999867e-01,1.223600000000000065e+01,1.510000000000000000e+02,3.500000000000000000e+01
3.599999999999999867e-01,4.825800000000000267e+01,1.560000000000000000e+02,2.600000000000000000e+01
3.330000000000000182e-01,4.065500000000000114e+01,1.450000000000000000e+02,2.700000000000000000e+01
2.399999999999999911e-01,4.645600000000000307e+01,1.940000000000000000e+02,4.300000000000000000e+01
2.929999999999999827e-01,1.812300000000000111e+01,1.990000000000000000e+02,4.000000000000000000e+01
3.599999999999999867e-01,4.582500000000000284e+01,1.620000000000000000e+02,2.500000000000000000e+01
3.069999999999999951e-01,1.825600000000000023e+01,1.990000000000000000e+02,3.900000000000000000e+01
3.599999999999999867e-01,1.901999999999999957e+01,1.620000000000000000e+02,3.100000000000000000e+01
3.200000000000000067e-01,4.454500000000000171e+01,1.560000000000000000e+02,2.800000000000000000e+01
2.800000000000000266e-01,1.423600000000000065e+01,2.050000000000000000e+02,3.800000000000000000e+01
3.200000000000000067e-01,3.781099999999999994e+01,1.510000000000000000e+02,3.100000000000000000e+01
2.929999999999999827e-01,1.812300000000000111e+01,1.990000000000000000e+02,4.000000000000000000e+01
3.870000000000000107e-01,3.823299999999999699e+01,1.620000000000000000e+02,2.500000000000000000e+01
3.870000000000000107e-01,5.412400000000000233e+01,1.510000000000000000e+02,2.500000000000000000e+01
3.069999999999999951e-01,1.600000000000000000e+01,1.990000000000000000e+02,4.000000000000000000e+01
3.200000000000000067e-01,1.423600000000000065e+01,2.100000000000000000e+02,3.600000000000000000e+01
2.670000000000000151e-01,1.747200000000000131e+01,2.040000000000000000e+02,3.900000000000000000e+01
2.800000000000000266e-01,3.067599999999999838e+01,1.930000000000000000e+02,4.400000000000000000e+01
2.270000000000000073e-01,6.949899999999999523e+01,2.040000000000000000e+02,3.800000000000000000e+01
3.069999999999999951e-01,3.162199999999999989e+01,1.620000000000000000e+02,3.600000000000000000e+01
3.200000000000000067e-01,6.419899999999999807e+01,1.620000000000000000e+02,2.600000000000000000e+01
2.530000000000000027e-01,3.913100000000000023e+01,1.940000000000000000e+02,4.300000000000000000e+01
2.929999999999999827e-01,3.285199999999999676e+01,1.620000000000000000e+02,3.400000000000000000e+01
2.929999999999999827e-01,2.256099999999999994e+01,1.880000000000000000e+02,4.200000000000000000e+01
2.530000000000000027e-01,4.608599999999999852e+01,1.940000000000000000e+02,4.200000000000000000e+01
2.399999999999999911e-01,3.680400000000000205e+01,2.040000000000000000e+02,3.900000000000000000e+01
3.330000000000000182e-01,3.328399999999999892e+01,1.510000000000000000e+02,3.000000000000000000e+01
3.870000000000000107e-01,1.901999999999999957e+01,1.620000000000000000e+02,3.000000000000000000e+01
3.599999999999999867e-01,2.101999999999999957e+01,1.510000000000000000e+02,3.300000000000000000e+01
2.929999999999999827e-01,3.241700000000000159e+01,1.620000000000000000e+02,3.600000000000000000e+01
3.330000000000000182e-01,3.274900000000000233e+01,1.510000000000000000e+02,3.300000000000000000e+01
2.670000000000000151e-01,6.000300000000000011e+01,2.100000000000000000e+02,3.700000000000000000e+01
3.729999999999999982e-01,4.421999999999999886e+01,1.620000000000000000e+02,2.500000000000000000e+01
2.670000000000000151e-01,3.144300000000000139e+01,1.940000000000000000e+02,4.100000000000000000e+01
3.069999999999999951e-01,2.184199999999999875e+01,1.940000000000000000e+02,4.100000000000000000e+01
3.200000000000000067e-01,2.925600000000000023e+01,2.050000000000000000e+02,3.700000000000000000e+01
4.400000000000000022e-01,3.323100000000000165e+01,1.680000000000000000e+02,2.800000000000000000e+01
3.870000000000000107e-01,6.861700000000000443e+01,6.000000000000000000e+01,3.900000000000000000e+01
3.069999999999999951e-01,1.560250000000000057e+02,6.400000000000000000e+01,4.300000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.870000000000000107e-01,6.861700000000000443e+01,6.000000000000000000e+01,3.900000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.599999999999999867e-01,7.345000000000000284e+01,8.100000000000000000e+01,3.600000000000000000e+01
3.069999999999999951e-01,1.560250000000000057e+02,6.400000000000000000e+01,4.300000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.069999999999999951e-01,1.560250000000000057e+02,6.400000000000000000e+01,4.300000000000000000e+01
3.599999999999999867e-01,7.345000000000000284e+01,8.100000000000000000e+01,3.600000000000000000e+01
3.599999999999999867e-01,7.345000000000000284e+01,8.100000000000000000e+01,3.600000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
3.599999999999999867e-01,7.345000000000000284e+01,8.100000000000000000e+01,3.600000000000000000e+01
3.069999999999999951e-01,1.553050000000000068e+02,5.900000000000000000e+01,4.400000000000000000e+01
2.929999999999999827e-01,1.572849999999999966e+02,6.400000000000000000e+01,4.300000000000000000e+01
3.069999999999999951e-01,1.546119999999999948e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.069999999999999951e-01,1.530939999999999941e+02,5.900000000000000000e+01,4.600000000000000000e+01
3.069999999999999951e-01,1.530939999999999941e+02,5.900000000000000000e+01,4.600000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
2.929999999999999827e-01,1.559199999999999875e+02,5.400000000000000000e+01,4.500000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
2.929999999999999827e-01,9.805500000000000682e+01,7.900000000000000000e+01,4.100000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
2.929999999999999827e-01,1.559199999999999875e+02,5.400000000000000000e+01,4.500000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
4.000000000000000222e-01,6.638100000000000023e+01,5.500000000000000000e+01,3.900000000000000000e+01
4.400000000000000022e-01,3.307300000000000040e+01,3.800000000000000000e+01,3.400000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.069999999999999951e-01,1.553050000000000068e+02,5.900000000000000000e+01,4.400000000000000000e+01
3.200000000000000067e-01,1.524780000000000086e+02,5.900000000000000000e+01,4.500000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
3.200000000000000067e-01,1.524780000000000086e+02,5.900000000000000000e+01,4.500000000000000000e+01
2.929999999999999827e-01,1.559199999999999875e+02,5.400000000000000000e+01,4.500000000000000000e+01
3.069999999999999951e-01,1.545070000000000050e+02,6.400000000000000000e+01,4.500000000000000000e+01
3.200000000000000067e-01,1.538919999999999959e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.870000000000000107e-01,6.861700000000000443e+01,6.000000000000000000e+01,3.900000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.069999999999999951e-01,1.545070000000000050e+02,6.400000000000000000e+01,4.500000000000000000e+01
3.069999999999999951e-01,1.545070000000000050e+02,6.400000000000000000e+01,4.500000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
3.069999999999999951e-01,1.553050000000000068e+02,5.900000000000000000e+01,4.400000000000000000e+01
3.870000000000000107e-01,6.812699999999999534e+01,6.100000000000000000e+01,3.900000000000000000e+01
4.000000000000000222e-01,6.794199999999999307e+01,5.400000000000000000e+01,4.000000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.870000000000000107e-01,6.951900000000000546e+01,7.200000000000000000e+01,3.700000000000000000e+01
3.200000000000000067e-01,1.531990000000000123e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.599999999999999867e-01,7.292900000000000205e+01,7.500000000000000000e+01,3.800000000000000000e+01
3.599999999999999867e-01,7.296800000000000352e+01,8.700000000000000000e+01,3.600000000000000000e+01
2.800000000000000266e-01,1.586920000000000073e+02,6.400000000000000000e+01,4.400000000000000000e+01
3.069999999999999951e-01,1.540279999999999916e+02,7.500000000000000000e+01,4.500000000000000000e+01
3.069999999999999951e-01,1.523729999999999905e+02,7.100000000000000000e+01,4.600000000000000000e+01
3.870000000000000107e-01,6.726500000000000057e+01,6.600000000000000000e+01,3.900000000000000000e+01
2.929999999999999827e-01,1.552270000000000039e+02,7.000000000000000000e+01,4.500000000000000000e+01
2.929999999999999827e-01,1.566409999999999911e+02,5.900000000000000000e+01,4.400000000000000000e+01
4.000000000000000222e-01,6.886100000000000421e+01,6.000000000000000000e+01,3.800000000000000000e+01
