2.670000000000000151e-01,3.301899999999999835e+01,1.230000000000000000e+02
2.670000000000000151e-01,3.654999999999999716e+01,1.130000000000000000e+02
2.670000000000000151e-01,3.163400000000000034e+01,1.290000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
2.929999999999999827e-01,3.285000000000000142e+01,1.230000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
2.270000000000000073e-01,3.112800000000000011e+01,1.880000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
2.399999999999999911e-01,4.302900000000000347e+01,1.140000000000000000e+02
2.800000000000000266e-01,2.264499999999999957e+01,1.410000000000000000e+02
3.870000000000000107e-01,9.413999999999999702e+00,1.570000000000000000e+02
2.929999999999999827e-01,4.777600000000000335e+01,1.000000000000000000e+02
2.670000000000000151e-01,3.163400000000000034e+01,1.290000000000000000e+02
2.670000000000000151e-01,2.425000000000000000e+01,1.530000000000000000e+02
2.530000000000000027e-01,1.948799999999999955e+01,1.990000000000000000e+02
2.800000000000000266e-01,2.264499999999999957e+01,1.410000000000000000e+02
1.469999999999999918e-01,4.981300000000000239e+01,2.410000000000000000e+02
1.069999999999999979e-01,1.255999999999999943e+02,2.380000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
1.199999999999999956e-01,5.175099999999999767e+01,3.090000000000000000e+02
9.299999999999999933e-02,1.142129999999999939e+02,2.590000000000000000e+02
2.670000000000000151e-01,3.163400000000000034e+01,1.290000000000000000e+02
1.469999999999999918e-01,4.572399999999999665e+01,2.530000000000000000e+02
3.870000000000000107e-01,9.413999999999999702e+00,1.570000000000000000e+02
8.000000000000000167e-02,9.599800000000000466e+01,3.080000000000000000e+02
1.869999999999999996e-01,4.123799999999999955e+01,2.050000000000000000e+02
2.800000000000000266e-01,2.264499999999999957e+01,1.410000000000000000e+02
2.670000000000000151e-01,3.654999999999999716e+01,1.130000000000000000e+02
2.800000000000000266e-01,2.364499999999999957e+01,1.360000000000000000e+02
1.069999999999999979e-01,9.273799999999999955e+01,2.520000000000000000e+02
2.670000000000000151e-01,3.163400000000000034e+01,1.290000000000000000e+02
3.870000000000000107e-01,9.827999999999999403e+00,1.510000000000000000e+02
2.929999999999999827e-01,1.556099999999999994e+01,1.350000000000000000e+02
2.929999999999999827e-01,2.904799999999999827e+01,1.290000000000000000e+02
2.270000000000000073e-01,3.112800000000000011e+01,1.880000000000000000e+02
2.530000000000000027e-01,3.662100000000000222e+01,1.190000000000000000e+02
2.670000000000000151e-01,3.654999999999999716e+01,1.130000000000000000e+02
2.800000000000000266e-01,2.264499999999999957e+01,1.410000000000000000e+02
2.800000000000000266e-01,2.364499999999999957e+01,1.360000000000000000e+02
2.670000000000000151e-01,3.163400000000000034e+01,1.290000000000000000e+02
2.530000000000000027e-01,3.142999999999999972e+01,1.530000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
2.270000000000000073e-01,3.112800000000000011e+01,1.880000000000000000e+02
1.469999999999999918e-01,4.572399999999999665e+01,2.530000000000000000e+02
8.000000000000000167e-02,9.599800000000000466e+01,3.080000000000000000e+02
1.069999999999999979e-01,1.405610000000000070e+02,2.220000000000000000e+02
9.299999999999999933e-02,5.755100000000000193e+01,3.150000000000000000e+02
2.670000000000000151e-01,3.654999999999999716e+01,1.130000000000000000e+02
1.069999999999999979e-01,1.340589999999999975e+02,2.280000000000000000e+02
9.299999999999999933e-02,6.852200000000000557e+01,2.980000000000000000e+02
2.530000000000000027e-01,3.141700000000000159e+01,1.620000000000000000e+02
9.299999999999999933e-02,1.608160000000000025e+02,2.170000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
9.299999999999999933e-02,1.333420000000000130e+02,2.370000000000000000e+02
1.199999999999999956e-01,5.175099999999999767e+01,3.090000000000000000e+02
2.670000000000000151e-01,4.100300000000000011e+01,1.080000000000000000e+02
1.330000000000000071e-01,6.262500000000000000e+01,2.470000000000000000e+02
2.670000000000000151e-01,3.654999999999999716e+01,1.130000000000000000e+02
1.869999999999999996e-01,3.299199999999999733e+01,2.700000000000000000e+02
2.800000000000000266e-01,2.364499999999999957e+01,1.360000000000000000e+02
2.270000000000000073e-01,2.244300000000000139e+01,2.060000000000000000e+02
1.869999999999999996e-01,4.969800000000000040e+01,1.940000000000000000e+02
2.670000000000000151e-01,3.301899999999999835e+01,1.230000000000000000e+02
2.929999999999999827e-01,1.556099999999999994e+01,1.350000000000000000e+02
2.800000000000000266e-01,2.110699999999999932e+01,1.470000000000000000e+02
2.270000000000000073e-01,2.426500000000000057e+01,1.890000000000000000e+02
2.929999999999999827e-01,3.285000000000000142e+01,1.230000000000000000e+02
2.270000000000000073e-01,2.426500000000000057e+01,1.890000000000000000e+02
4.000000000000000222e-01,9.000000000000000000e+00,1.570000000000000000e+02
1.469999999999999918e-01,4.906499999999999773e+01,2.470000000000000000e+02
2.399999999999999911e-01,2.048799999999999955e+01,1.940000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
1.469999999999999918e-01,5.241899999999999693e+01,2.350000000000000000e+02
1.069999999999999979e-01,1.255999999999999943e+02,2.380000000000000000e+02
1.330000000000000071e-01,4.496300000000000097e+01,3.190000000000000000e+02
1.600000000000000033e-01,5.951500000000000057e+01,1.940000000000000000e+02
2.670000000000000151e-01,4.431099999999999994e+01,1.030000000000000000e+02
1.069999999999999979e-01,1.603079999999999927e+02,2.170000000000000000e+02
1.869999999999999996e-01,6.951900000000000546e+01,1.820000000000000000e+02
2.800000000000000266e-01,4.877600000000000335e+01,1.000000000000000000e+02
2.399999999999999911e-01,4.017000000000000171e+01,1.410000000000000000e+02
2.670000000000000151e-01,3.654999999999999716e+01,1.130000000000000000e+02
2.399999999999999911e-01,2.025199999999999889e+01,2.000000000000000000e+02
1.600000000000000033e-01,5.365500000000000114e+01,2.240000000000000000e+02
2.129999999999999949e-01,2.789600000000000080e+01,1.890000000000000000e+02
2.929999999999999827e-01,1.239799999999999969e+01,1.360000000000000000e+02
