1.538000000000000034e+00,6.724200000000000443e+01,1.205686999999999898e+03
1.471000000000000085e+00,1.124629999999999939e+02,1.302923000000000002e+03
1.786000000000000032e+00,2.902599999999999980e+01,6.882580000000000382e+02
1.639000000000000012e+00,3.820000000000000284e+01,1.195681000000000040e+03
1.723999999999999977e+00,2.799599999999999866e+01,1.406554000000000087e+03
2.040999999999999925e+00,1.365000000000000036e+01,8.091440000000000055e+02
2.000000000000000000e+00,3.047299999999999898e+01,2.161100000000000136e+02
1.514999999999999902e+00,6.987900000000000489e+01,1.783229000000000042e+03
1.754000000000000004e+00,3.051800000000000068e+01,4.858980000000000246e+02
1.514999999999999902e+00,7.026800000000000068e+01,1.044608999999999924e+03
1.449000000000000066e+00,9.701500000000000057e+01,2.208521999999999935e+03
1.586999999999999966e+00,5.329699999999999704e+01,7.534020000000000437e+02
1.754000000000000004e+00,2.736899999999999977e+01,1.234994999999999891e+03
1.786000000000000032e+00,2.802599999999999980e+01,8.156549999999999727e+02
2.128000000000000114e+00,1.047899999999999920e+01,2.060336999999999989e+03
1.887000000000000011e+00,2.302199999999999847e+01,7.654900000000000091e+02
1.586999999999999966e+00,5.329699999999999704e+01,7.534020000000000437e+02
2.000000000000000000e+00,1.640500000000000114e+01,3.784619999999999891e+02
1.786000000000000032e+00,2.802599999999999980e+01,8.156549999999999727e+02
1.887000000000000011e+00,2.467299999999999827e+01,4.794089999999999918e+02
1.852000000000000091e+00,2.792299999999999827e+01,3.163949999999999818e+02
1.723999999999999977e+00,2.799599999999999866e+01,1.406554000000000087e+03
1.449000000000000066e+00,9.088100000000000023e+01,2.297088000000000193e+03
1.754000000000000004e+00,2.945299999999999940e+01,6.969950000000000045e+02
1.695000000000000062e+00,2.543799999999999883e+01,2.235721000000000004e+03
1.695000000000000062e+00,3.321699999999999875e+01,1.254664999999999964e+03
1.586999999999999966e+00,5.329699999999999704e+01,7.534020000000000437e+02
1.786000000000000032e+00,2.802599999999999980e+01,8.156549999999999727e+02
1.887000000000000011e+00,2.467299999999999827e+01,4.794089999999999918e+02
1.639000000000000012e+00,3.820000000000000284e+01,1.195681000000000040e+03
1.786000000000000032e+00,2.554799999999999827e+01,1.015971999999999980e+03
1.667000000000000037e+00,3.696399999999999864e+01,9.091939999999999600e+02
1.449000000000000066e+00,1.325459999999999923e+02,1.781038000000000011e+03
1.786000000000000032e+00,3.582999999999999829e+01,2.854560000000000173e+02
1.723999999999999977e+00,3.408100000000000307e+01,4.041639999999999873e+02
1.887000000000000011e+00,1.601999999999999957e+01,8.985339999999999918e+02
1.471000000000000085e+00,7.731900000000000261e+01,2.738179999999999836e+03
1.695000000000000062e+00,4.325300000000000011e+01,6.149049999999999727e+02
1.695000000000000062e+00,2.583200000000000074e+01,1.559871000000000095e+03
1.887000000000000011e+00,2.392200000000000060e+01,7.456970000000000027e+02
1.471000000000000085e+00,8.804399999999999693e+01,1.516275000000000091e+03
1.514999999999999902e+00,7.235599999999999454e+01,9.678020000000000209e+02
1.538000000000000034e+00,6.724200000000000443e+01,1.205686999999999898e+03
1.887000000000000011e+00,2.302199999999999847e+01,7.654900000000000091e+02
1.449000000000000066e+00,9.725300000000000011e+01,1.861795000000000073e+03
1.538000000000000034e+00,6.810599999999999454e+01,6.926459999999999582e+02
2.173999999999999932e+00,1.100000000000000000e+01,9.219500000000000455e+02
2.040999999999999925e+00,1.365000000000000036e+01,8.091440000000000055e+02
1.754000000000000004e+00,2.545299999999999940e+01,1.246058999999999969e+03
1.695000000000000062e+00,2.457999999999999829e+01,2.275809999999999945e+03
1.852000000000000091e+00,2.294200000000000017e+01,1.440107999999999947e+03
1.961000000000000076e+00,1.867999999999999972e+01,4.714069999999999823e+02
1.471000000000000085e+00,7.736299999999999955e+01,2.533876000000000204e+03
2.000000000000000000e+00,3.047299999999999898e+01,2.161100000000000136e+02
2.083000000000000185e+00,1.065000000000000036e+01,1.111521999999999935e+03
1.370000000000000107e+00,1.835949999999999989e+02,3.120246999999999844e+03
1.923000000000000043e+00,2.173799999999999955e+01,3.446750000000000114e+02
1.639000000000000012e+00,3.860900000000000176e+01,1.008174999999999955e+03
1.786000000000000032e+00,2.802599999999999980e+01,8.156549999999999727e+02
1.514999999999999902e+00,5.645199999999999818e+01,2.400992999999999938e+03
1.961000000000000076e+00,1.733699999999999974e+01,6.031989999999999554e+02
1.961000000000000076e+00,1.730099999999999838e+01,6.400349999999999682e+02
1.923000000000000043e+00,2.081899999999999906e+01,6.818110000000000355e+02
2.040999999999999925e+00,2.156099999999999994e+01,2.162309999999999945e+02
1.723999999999999977e+00,3.211599999999999966e+01,1.170153000000000020e+03
1.818000000000000060e+00,1.901000000000000156e+01,2.581605000000000018e+03
1.389000000000000012e+00,1.123469999999999942e+02,3.747782000000000153e+03
1.786000000000000032e+00,2.802599999999999980e+01,8.156549999999999727e+02
1.514999999999999902e+00,6.395000000000000284e+01,1.907006000000000085e+03
1.612999999999999989e+00,2.907499999999999929e+01,1.985313000000000102e+03
1.639000000000000012e+00,3.323700000000000188e+01,1.312597999999999956e+03
1.723999999999999977e+00,2.699500000000000099e+01,1.428755000000000109e+03
1.407999999999999918e+00,1.499610000000000127e+02,2.527789000000000215e+03
1.961000000000000076e+00,3.456199999999999761e+01,1.663240000000000123e+02
1.695000000000000062e+00,3.431700000000000017e+01,8.933410000000000082e+02
1.961000000000000076e+00,1.740500000000000114e+01,5.571019999999999754e+02
1.852000000000000091e+00,2.294200000000000017e+01,1.440107999999999947e+03
